Code,Legal Name,Business Name,Status,ABN,ACN,RTO Type,Web Address,Registration Manager,Legal Authority,Initial Registration Date,Start Date,End Date,Address,Chief Executive Contact Name,Chief Executive Emails,Chief Executive Title,Chief Executive Phone,Public Enquiries Contact Name,Public Enquiries Contact Title,Public Enquiries Email,Public Enquiries Phone,Registration Enquiries Contact Name,Registration Enquiries Title,Registration Enquiries Email,Registration Enquiries Phone,Qualifications,Courses
31770,QTN Pty Ltd,Nexgen Institute of Australia,Current,75165145700.0,165145700.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,https://nexgen.edu.au/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,27/09/2008,27/09/2018,26/09/2025,"Level 5 271 William St, MELBOURNE, VIC, 3000",Dr Daman Shrivastav,ceo@nexgen.edu.au,0410279652,0410279652,Dr Daman Shrivastav,Chief Executive Officer,ceo@nexgen.edu.au,0410279652,Dr Daman Shrivastav,Chief Executive Officer,ceo@nexgen.edu.au,0410279652,,
31773,Allmyne Consulting and Training Services Pty Ltd,Allmyne Consulting and Training Services Pty Ltd,Current,75126716934.0,126716934.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.allmyne.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,05/11/2008,01/06/2019,07/03/2026,"29 St Francis Dr, MORANBAH, QLD, 4744",Mrs Jo-anne Lesley Foley,jo-anne.foley@allmyne.com.au,0407483083,0749418532,Mrs Jo-anne Lesley Foley,Managing Director,jo-anne.foley@allmyne.com.au,0749418532,Mrs Jo-anne Lesley Foley,Managing Director,jo-anne.foley@allmyne.com.au,0749418532,,
31775,Australian Industry Trade College Ltd,THE INDUSTRY SCHOOL,Current,76115458743.0,115458743.0,School - Independent,http://www.aitc.qld.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,20/06/2008,01/01/2024,31/12/2029,"281 Scottsdale Drive, Robina, QLD, 4226",Mr Lee Smith,lee.smith@theindustryschool.com.au,,0756350400,Ms Amanda Schiavo,VET General Enquiries,amanda.schiavo@theindustryschool.com.au,0756350400,Mrs Kylie Clifford,VET Registration Enquiries,kylie.clifford@theindustryschool.com.au,0756350400,,
31786,DRA Safety Specialists Pty Ltd the Trustee for The DRA Safety Specialists Unit Trust,,Current,89567604587.0,130195354.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.drasafety.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,27/08/2008,27/08/2018,26/08/2025,"Unit 14, 142 Siganto Drive, Helensvale, QLD, 4212",Mr David John Randall,david@drasafety.com.au,0438268279,0755736199,,,rtomanager@drasafety.com.au,0755736199,Mr David Randall,Managing Director,david@drasafety.com.au,0755736199,,
31800,Mengel Training Services Pty Ltd as trustee for Mengel Family Trust,Mengel Training Services Pty Ltd,Current,21058941805.0,130694996.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,17/11/2008,17/11/2018,16/11/2025,"Unit 20, 11-15 Gardner Court, Toowoomba, QLD, 4350",Mr Shane Mengel,shane@idealdrivingschool.com.au,,0746340512,Mr Shane MENGEL,Director,office@idealdrivingschool.com.au,0746340512,Mr Shane Mengel,Director,shane@idealdrivingschool.com.au,0746340512,,
31802,The Nail and Beauty College Pty Ltd,The Nail and Beauty College,Current,32088274168.0,88274168.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.nabc.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,17/12/2008,01/06/2019,31/05/2026,"Shop 2 363 Turbot Street, SPRING HILL, QLD, 4500",Mr Saravanan Poondi Shanmugam,sara@nabc.edu.au,0420757216,0738811977,Mr Saravanan Poondi Shanmugam,CEO and Director,sara@nabc.edu.au,0738811977,Mr Saravanan Poondi Shanmugam,CEO and Director,sara@nabc.edu.au,0738811977,,
31809,Spencer College Pty Ltd,Spencer College;SPENCER COLLEGE,Current,59131437968.0,131437968.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.spencercollege.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,03/02/2009,03/02/2019,02/02/2026,"Level 1 344 Queen St, BRISBANE CITY, QLD, 4000",Mr Gurnam Singh,gurnam@spencercollege.edu.au,0421497597,0732173313,Mr. Tejinder Singh,Campus Manager,tejinder@spencercollege.edu.au,0732173313,Mr. Tejinder Singh,Campus Manager,tejinder@spencercollege.edu.au,0732173313,,
31811,Ardor College Pty Ltd,Ardor College,Current,81128521193.0,128521193.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.ardor.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,23/12/2008,23/12/2018,22/12/2025,"133 Boundary Street, RAILWAY ESTATE, QLD, 4810",Mr Gunvir Singh,gunvirs@gmail.com,0434287810,0434287810,,,info@ardor.edu.au,0744487666,Mr Gunvir Singh,Chief ExecutiveOfficer,gunvir@rador.edu.au,0744487666,,
31820,Engineering Training Australia Pty Ltd,Gimbal Engineering,Current,73132629040.0,132629040.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://gimbalgroup.com.au/engineering/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,24/12/2008,24/12/2018,23/12/2025,"1/2-6 Breakwater Road, Robina, QLD, 4226",Mr John O'Donnell,john.odonnell@gimbalgroup.com.au,,1300446225,Mr. Andrew Pevats,General Manager,andrew.pevats@gimbalgroup.com.au,0755228866,Mrs. Debbie Hannaford,Compliance Manager,debbie.hannaford@gimbalgroup.com.au,0417012020,,
31821,Tully Sugar Limited,Tully Sugar Limited,Current,92011030256.0,11030256.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.tullysugar.com,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,08/01/2009,01/06/2019,30/05/2026,"1 HORT ST, Tully, QLD, 4854",Mr Andrew Yu,office@tsl.com.au,,0740684723,Ms. Ann Barrie,Training and Recruitment Coordinator,abarrie@tsl.com.au,0740684776,Mr John Edwards,Chief Operating Officer,jedwards@tsl.com.au,0740684790,,
31822,Bryan Peach Institute Pty Ltd,THE PEACH INSTITUTE,Current,82106814439.0,106814439.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.pi.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/10/2008,01/11/2018,31/10/2025,"64 Ferny Ave, SURFERS PARADISE, QLD, 4217",Mr. Mandeep Natt,ceo@pi.edu.au,4015195684,0755510132,Mr Mandeep Natt,CEO,info@pi.edu.au,0755510132,Mr. Mandeep Natt,CEO,ceo@pi.edu.au,0755510132,,
31827,Look Now Pty Ltd,Look Now Training;Peak College Australia,Current,37128614540.0,128614540.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.looknow.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,10/02/2009,10/02/2019,09/02/2026,"Unit 25 27 Evans St, MAROOCHYDORE, QLD, 4558",Mr Timothy Robson,tim@jpearson.com.au,0413681129,0753349922,Ms Jenni Grierson,General Manager Employment and Training,jenni@looknowtraining.edu.au,0418610407,Ms Jenni Grierson,"GENERAL MANAGER, EMPLOYMENT AND TRAINING PROGRAMS",jenni@looknowtraining.edu.au,0418610407,,
31828,Complete Property Training Pty Ltd,Complete Property Training,Current,74132843700.0,132843700.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.completepropertytraining.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,23/12/2008,01/06/2019,06/04/2026,"Unit 5, Capital One building, Birtinya, QLD, 4575",Mr Tiago Amaral,tiago@completepropertytraining.com.au,0410789392,(07)54388922,Mr Tiago Amaral,Operations Manager,tiago@completepropertytraining.com.au,(07)54388922,Mr Tiago Amaral,Operations Manager,tiago@completepropertytraining.com.au,(07)54388922,,
31830,CHANCELLOR STATE COLLEGE,Chancellor State College,Current,56536005934.0,,School - Government,http://www.chancellorsc.eq.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,16/09/2008,15/09/2024,31/12/2030,"164 Sippy Downs Dr, SIPPY DOWNS, QLD, 4556",Mr Brad Roberts,brobe54@eq.edu.au,,0754533222,Mrs Crystal Maybury,Public enquiries,cmayb6@eq.edu.au,0754533222,Mrs Crystal Maybury,RTO Manager,cmayb6@eq.edu.au,0754533222,,
31840,Digital Construction Academy Pty Ltd,Digital Construction Academy Pty Ltd,Current,28125540981.0,125540981.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.digitalconstructionacademy.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,03/04/2009,29/02/2020,28/02/2027,"39 Orana St, VICTORIA POINT, QLD, 4165",Mr. Todd Dunlop,todd.dunlop@digitalconstructionacademy.edu.au,0481570030,0738291646,Mrs. DOREEN DUNLOP,ADMINISTRATOR,admin@digitalconstructionacademy.edu.au,0732891646,Mr. Todd Dunlop,Curriculum Leader,todd.dunlop@digitalconstructionacademy.edu.au,0738291646,,
31841,Dave Randle as Trustee for the Randle Family Trust,Prosafe International,Current,66173086645.0,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.prosafetraining.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,20/05/2009,20/05/2019,19/05/2026,"29 Armstrong Way, HIGHLAND PARK, QLD, 4211",Mr Dave Randle,drandle1@bigpond.com,0407591765,0407591765,Mr Dave Randle,Principal,drandle1@bigpond.com,0407591765,Mr Dave Randle,Principal,drandle1@bigpond.com,0407591765,,
31843,Ventia Training Pty Ltd,,Current,29133064249.0,133064249.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.ventia.com,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,04/12/2008,04/12/2018,03/12/2025,"Level 8 80 Pacific Hwy, NORTH SYDNEY, NSW, 2060",Mr Christian Frost,christian.frost@ventia.com,+61410452300,+61410452300,,,rto@ventia.com,+61418721085,Ms Laurell McLean,General Manager Ventia Training,laurell.mclean@ventia.com,0448719844,,
31845,L.A. Dobbrick & S.L. Ward,Larshar College of Beaute and Hair,Current,80698363684.0,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.larsharcollege.com,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,09/12/2008,01/06/2019,31/05/2026,"3/38 Tank Street, West Gladstone, QLD, 4680",Mrs Sharron Ward,larshar@bigpond.com,0439755778,0749722906,Mrs Larissa Dobbrick,Partner,larshar@bigpond.com,0749722906,Mrs Larissa Dobbrick,Partner,larshar@bigpond.com,0749722906,,
31852,Stretton State College,Stretton State College,Current,92703134233.0,,School - Government,http://www.strettonsc.eq.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,23/10/2008,23/10/2024,31/12/2030,"167-191 Robina Town Centre Dr, ROBINA, QLD, 4226",Ms Jan Maresca,jmare33@eq.edu.au,,0737230222,Ms Kirrily Gillies,Public enquiries,kgill101@eq.edu.au,0737230222,Ms. Vanessa Garvie,Registration enquiries,vgarv1@eq.edu.au,0737230222,,
31869,Pulsestart Training Solutions Pty Ltd,Pulsestart Training Solutions,Current,73142996316.0,142996316.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.pulsestart.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,05/02/2009,04/02/2019,03/02/2026,"PO Box 758, UPPER COOMERA, QLD, 4209",Mrs Suzanne Belynda Howell,suzie@pulsestart.com.au,,416888343,Mrs. Suzanne Howell,Director - Training and Development,suzie@pulsestart.com.au,0416888343,Mrs. Suzanne Howell,Director - Training and Development,suzie@pulsestart.com.au,0416888343,,
31871,Envirotech Education Pty Ltd,Envirotech Education,Current,83133701578.0,133701578.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,https://envirotech.edu.au/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,10/02/2009,10/02/2019,09/02/2026,"10 Bains Rd, CURRUMBIN VALLEY, QLD, 4223",Mrs Shelly Bengiat,ceo@envirotech.edu.au,0402219927,0402219927,Mr. Francisco Arriagada,ICT Customer Support Administration,Enquiries@envirotech.edu.au,0755353766,Mrs Shelly Bengiat,Director,ceo@envirotech.edu.au,0402219927,,
31882,Highland Training Services Pty Ltd,Highland Training Services Pty Ltd,Current,14126666840.0,126666840.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.highlandtraining.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,09/09/2009,29/02/2020,27/02/2027,"Unit 1 66 Banksia Ave, ANDERGROVE, QLD, 4740",Ms. Jane Curley,highlandtrainingservices@gmail.com,408269685,408269685,Mrs. Jane Ellen Curley,Director,highlandtrainingservices@gmail.com,0408269685,Mrs. Jane Ellen Curley,Director,highlandtrainingservices@gmail.com,0408269685,,
31884,Global Training Services Pty Ltd,Global Training Services Pty Ltd,Current,46133690909.0,133690909.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.globaltrainingservices.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/04/2009,01/02/2020,31/01/2027,"16/1645 Ipswich Rd, ROCKLEA, QLD, 4106",Mr Walter Hockings,whockings@workcon.com.au,0408738338,0735580660,Beatrix Bryce,RTO Manager,beatrix@globaltrainingservices.com.au,0732744888,Beatrix Bryce,RTO Manager,beatrix@globaltrainingservices.com.au,0732744888,,
31888,D P TRAINING PTY LTD,Developing Personnel Training & Consultancy,Current,60132449668.0,132449668.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.dptraining.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,22/04/2009,22/04/2019,20/04/2026,"162 Abbotsford Rd, BOWEN HILLS, QLD, 4006",Mrs Debbie Goodeve,info@dptrainingconsultancy.com,0402348462,1300130487,,,adminteam@dptrainingconsultancy.com,1300130487,Mrs Debbie Goodeve,Chief Executive Officer,info@dptrainingconsultancy.com,1300130487,,
31890,GUINEA ENTERPRISES PTY LTD,Narbil Training Services,Current,50099087760.0,99087760.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.narbiltraining.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/04/2009,01/04/2019,31/03/2026,"7 Lyons Street, South Gladstone, QLD, 4680",Mr. John Guinea,johng@narbiltraining.edu.au,438772064,401966772,Mr John Guinea,Chief Executive Officer,support@narbiltraining.edu.au,0749721112,Mr John Guinea,Chief Executive Officer,support@narbiltraining.edu.au,0749721112,,
31892,"Paul, Belinda Denise",YOUTH DEVELOPMENT AND TRAINING,Current,39733964857.0,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,https://www.ydat.edu.au/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,26/05/2009,25/05/2019,24/05/2026,"241B Mackenzie St, CENTENARY HEIGHTS, QLD, 4350",Mrs Belinda Denise Paul,belinda@ydat.edu.au,0417309983,0417309983,Mrs Belinda Denise Paul,CEO,belinda@ydat.edu.au,0417309983,Mrs Belinda Denise Paul,Manager,belinda@ydat.edu.au,0417309983,,
31894,National Health and Fitness Academy Pty Ltd ATF the Burgis Family Trust,National Health & Fitness Academy,Current,45154044952.0,154044952.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,https://nhfa.edu.au/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,22/04/2009,29/02/2020,28/02/2027,"16 Nexus Way, SOUTHPORT, QLD, 4215",Mr David Peter Burgis,dave@nhfa.edu.au,0433872620,0433872620,Mr David Peter Burgis,Managing Director,dave@nhfa.edu.au,0433872620,Mr David Peter Burgis,Managing Director,dave@nhfa.edu.au,0433872620,,
31896,Q ACADEMY PTY LTD,Q Academy,Current,87100412940.0,100412940.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.qacademy.com.au/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,13/03/2009,13/03/2019,12/03/2026,"100 Brookes St, FORTITUDE VALLEY, QLD, 4006",Mr Robert Voges,robert.voges@qacademy.com.au,447318920,1300204080,Mr. Tim Newman,Chief Operating Officer,tim.newman@qacademy.com.au,1300204080,Mr. Timothy Newman,Compliance Manager,tim.newman@qacademy.com.au,1300204080,,
